PassengerId,dummy,tree,forest,support_vector,neural_network,logistic,gaussian_NB,bernoulli_NB,adaboost,train
659,0.3836276083467094,0.0,0.0,0.105723850790639,0.0012148989,0.209537304270321,0.0135745201151069,0.1051652897949297,0.4941314386125144,1
489,0.3836276083467094,0.217391304347826,0.2187825105355328,0.189235720101417,0.017257595,0.0994123395574722,0.0083074506943067,0.0556465898794487,0.4910791754154955,1
169,0.3836276083467094,0.3333333333333333,0.3207634957634957,0.1891995280680354,0.011704687,0.1820745139665279,0.0088962513164225,0.1086615395592495,0.4939396040847097,1
828,0.3836276083467094,1.0,0.9167495854063018,0.8509756952001161,0.9999263,0.6337321306750145,0.9660505143854082,0.715280925784894,0.5024356159357967,1
56,0.3836276083467094,0.3333333333333333,0.3232369896549001,0.1892304609507561,0.067677215,0.2723995159512229,0.8070896758001956,0.6282081294451861,0.4952151627951212,1
70,0.3836276083467094,0.0,0.0470189567140741,0.2043685394446619,0.022966368,0.1362904688704732,0.0186096583873298,0.0445835749871065,0.4917347572330786,1
96,0.3836276083467094,0.0975609756097561,0.0962497563927183,0.1892386499796557,0.00878443,0.0938345399264184,0.00195772721518,0.0200654391242331,0.4906130471937475,1
853,0.3836276083467094,0.5,0.5640961857379768,0.7516022231596841,0.9878721,0.8822433409557903,0.988799136208504,0.8382068387777666,0.5105913399490759,1
100,0.3836276083467094,0.25,0.2448235015399194,0.1890951940139678,0.0012966433,0.2482562839901055,0.2156488374776383,0.4399246512644404,0.4945976638874791,1
735,0.3836276083467094,0.0,0.0,0.105723850790639,0.0012148989,0.209537304270321,0.0135745201151069,0.1051652897949297,0.4941314386125144,1
884,0.3836276083467094,0.0,0.0,0.105723850790639,0.0012148989,0.209537304270321,0.0135745201151069,0.1051652897949297,0.4941314386125144,1
15,0.3836276083467094,0.5,0.4603799185888739,0.5143288149644764,0.31185526,0.4476407006926594,0.0680394039750181,0.2914806735388643,0.5002463475619164,1
123,0.3836276083467094,0.0,0.0359867330016583,0.0984974683710199,0.0015954565,0.3471285444975361,0.3881878166360202,0.6047239530842301,0.4971891925184927,1
265,0.3836276083467094,0.6666666666666666,0.6553185217859561,0.7390463697427542,0.73901355,0.597602396687715,0.0416239280864942,0.2764702935104132,0.5025429395524926,1
515,0.3836276083467094,0.0975609756097561,0.0962497563927183,0.1892386499796557,0.00878443,0.0938345399264184,0.00195772721518,0.0200654391242331,0.4906130471937475,1
198,0.3836276083467094,0.0,0.0162607845443666,0.0505231031009406,0.0004573009,0.0635615793484386,0.0103591937848951,0.0645326834921429,0.4876232425289849,1
876,0.3836276083467094,0.75,0.762959014451552,0.5784438620784764,0.89763683,0.5661206971708073,0.1441878315130934,0.4448384257580032,0.5028380263633668,1
81,0.3836276083467094,0.0975609756097561,0.0962497563927183,0.1892386499796557,0.00878443,0.0938345399264184,0.00195772721518,0.0200654391242331,0.4906130471937475,1
69,0.3836276083467094,0.5,0.485204927742241,0.1892017447305048,0.44593832,0.3701846927034776,0.0453583423934028,0.2916993768679946,0.4970967115966095,1
814,0.3836276083467094,0.3333333333333333,0.3295585564242282,0.2402110888442011,0.29135022,0.6889342154231676,0.720304116764716,0.5388326933974856,0.5037294173246587,1
83,0.3836276083467094,0.6666666666666666,0.6553185217859561,0.7390463697427542,0.73901355,0.597602396687715,0.0416239280864942,0.2764702935104132,0.5025429395524926,1
785,0.3836276083467094,0.0975609756097561,0.0962497563927183,0.1892386499796557,0.00878443,0.0938345399264184,0.00195772721518,0.0200654391242331,0.4906130471937475,1
394,0.3836276083467094,1.0,0.9950248756218906,0.9853574534085628,1.0,0.9623536684419448,0.9999810880872908,0.9910926398740738,0.5169987243781402,1
756,0.3836276083467094,1.0,1.0,0.8219567281055714,0.99992216,0.5179953897775533,0.9249838589279824,0.5632879287281419,0.4998439259457543,1
571,0.3836276083467094,0.3333333333333333,0.3334675827213142,0.1102571557804279,0.004098467,0.1317256469833657,0.0232367638053973,0.1655245279208055,0.4920897183292299,1
485,0.3836276083467094,0.5,0.5022388059701492,0.5407105184991232,0.09966629,0.6355677991080434,0.9978624397339604,0.8877606740431886,0.5034063513261373,1
91,0.3836276083467094,0.0975609756097561,0.0962497563927183,0.1892386499796557,0.00878443,0.0938345399264184,0.00195772721518,0.0200654391242331,0.4906130471937475,1
364,0.3836276083467094,0.217391304347826,0.2187825105355328,0.189235720101417,0.017257595,0.0994123395574722,0.0083074506943067,0.0556465898794487,0.4910791754154955,1
511,0.3836276083467094,0.1176470588235294,0.1204138491919155,0.189242928164029,0.010538972,0.1181493236920128,0.0019915647273667,0.0312740464139322,0.4908674629662117,1
139,0.3836276083467094,0.0588235294117647,0.0623813989028525,0.189309262711341,0.0020207826,0.0681305965930016,0.0033431949323317,0.0335900380544663,0.4885718239883136,1
704,0.3836276083467094,0.1176470588235294,0.1204138491919155,0.189242928164029,0.010538972,0.1181493236920128,0.0019915647273667,0.0312740464139322,0.4908674629662117,1
313,0.3836276083467094,0.6666666666666666,0.6905117270788911,0.7389728766957754,0.6558335,0.8174376019759837,0.7432833950213388,0.7601960011038713,0.5069292998763512,1
653,0.3836276083467094,0.0975609756097561,0.0962497563927183,0.1892386499796557,0.00878443,0.0938345399264184,0.00195772721518,0.0200654391242331,0.4906130471937475,1
852,0.3836276083467094,0.0,0.0204279936237794,0.1026330839959761,0.011943096,0.0559479962413305,0.0033795522853999,0.0334052857086255,0.4885718239883136,1
865,0.3836276083467094,0.0,0.0,0.105723850790639,0.0012148989,0.209537304270321,0.0135745201151069,0.1051652897949297,0.4941314386125144,1
413,0.3836276083467094,1.0,0.9701492537313432,0.7390031320935394,0.999992,0.9226368587735574,0.9993840547768366,0.993163653228059,0.5106019597114131,1
754,0.3836276083467094,0.0975609756097561,0.0962497563927183,0.1892386499796557,0.00878443,0.0938345399264184,0.00195772721518,0.0200654391242331,0.4906130471937475,1
315,0.3836276083467094,0.0,0.0580431177446102,0.1892207009376267,0.008711046,0.1847145312777023,0.1317510483299469,0.2798070913116928,0.4922626165407259,1
246,0.3836276083467094,0.0,0.3034825870646766,0.1892693364140251,0.00406814,0.4246712952763692,0.9762723719323984,0.8585788449108203,0.4965916327284845,1
403,0.3836276083467094,0.6,0.6061955733597524,0.5995861664424512,0.47962484,0.5729102113285984,0.1664777566418687,0.3601527300901607,0.5022884424334004,1
