PassengerId,dummy,tree,forest,support_vector,neural_network,logistic,gaussian_NB,bernoulli_NB,adaboost
659,0.38362760834670945,0.0,0.0,0.10572385079063906,0.0012148989,0.20953730427032102,0.013574520115106915,0.10516528979492974,0.49413143861251446
489,0.38362760834670945,0.21739130434782608,0.21878251053553285,0.189235720101417,0.017257595,0.09941233955747225,0.008307450694306799,0.05564658987944878,0.49107917541549556
169,0.38362760834670945,0.3333333333333333,0.3207634957634957,0.18919952806803547,0.011704687,0.18207451396652793,0.00889625131642259,0.10866153955924954,0.49393960408470977
828,0.38362760834670945,1.0,0.9167495854063018,0.8509756952001161,0.9999263,0.6337321306750145,0.9660505143854082,0.715280925784894,0.5024356159357967
56,0.38362760834670945,0.3333333333333333,0.3232369896549001,0.18923046095075619,0.067677215,0.27239951595122297,0.8070896758001956,0.6282081294451861,0.4952151627951212
70,0.38362760834670945,0.0,0.04701895671407413,0.20436853944466193,0.022966368,0.13629046887047322,0.018609658387329857,0.044583574987106536,0.49173475723307863
96,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
853,0.38362760834670945,0.5,0.5640961857379768,0.7516022231596841,0.9878721,0.8822433409557903,0.988799136208504,0.8382068387777666,0.5105913399490759
100,0.38362760834670945,0.25,0.24482350153991947,0.1890951940139678,0.0012966433,0.24825628399010552,0.21564883747763838,0.43992465126444047,0.4945976638874791
735,0.38362760834670945,0.0,0.0,0.10572385079063906,0.0012148989,0.20953730427032102,0.013574520115106915,0.10516528979492974,0.49413143861251446
884,0.38362760834670945,0.0,0.0,0.10572385079063906,0.0012148989,0.20953730427032102,0.013574520115106915,0.10516528979492974,0.49413143861251446
15,0.38362760834670945,0.5,0.46037991858887395,0.5143288149644764,0.31185526,0.4476407006926594,0.06803940397501816,0.29148067353886437,0.5002463475619164
123,0.38362760834670945,0.0,0.03598673300165837,0.09849746837101991,0.0015954565,0.34712854449753616,0.3881878166360202,0.6047239530842301,0.49718919251849275
265,0.38362760834670945,0.6666666666666666,0.6553185217859561,0.7390463697427542,0.73901355,0.597602396687715,0.04162392808649425,0.27647029351041325,0.5025429395524926
515,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
198,0.38362760834670945,0.0,0.016260784544366635,0.050523103100940686,0.0004573009,0.06356157934843865,0.010359193784895127,0.0645326834921429,0.4876232425289849
876,0.38362760834670945,0.75,0.762959014451552,0.5784438620784764,0.89763683,0.5661206971708073,0.14418783151309347,0.44483842575800325,0.5028380263633668
81,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
69,0.38362760834670945,0.5,0.485204927742241,0.1892017447305048,0.44593832,0.37018469270347765,0.04535834239340282,0.29169937686799463,0.4970967115966095
814,0.38362760834670945,0.3333333333333333,0.3295585564242282,0.24021108884420117,0.29135022,0.6889342154231676,0.720304116764716,0.5388326933974856,0.5037294173246587
83,0.38362760834670945,0.6666666666666666,0.6553185217859561,0.7390463697427542,0.73901355,0.597602396687715,0.04162392808649425,0.27647029351041325,0.5025429395524926
785,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
394,0.38362760834670945,1.0,0.9950248756218906,0.9853574534085627,1.0,0.9623536684419449,0.9999810880872908,0.9910926398740738,0.5169987243781402
756,0.38362760834670945,1.0,1.0,0.8219567281055714,0.99992216,0.5179953897775533,0.9249838589279824,0.5632879287281419,0.4998439259457543
571,0.38362760834670945,0.3333333333333333,0.3334675827213142,0.11025715578042795,0.004098467,0.1317256469833657,0.023236763805397367,0.16552452792080555,0.49208971832922993
485,0.38362760834670945,0.5,0.5022388059701492,0.5407105184991232,0.09966629,0.6355677991080434,0.9978624397339604,0.8877606740431886,0.5034063513261373
91,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
364,0.38362760834670945,0.21739130434782608,0.21878251053553285,0.189235720101417,0.017257595,0.09941233955747225,0.008307450694306799,0.05564658987944878,0.49107917541549556
511,0.38362760834670945,0.11764705882352941,0.1204138491919155,0.18924292816402902,0.010538972,0.11814932369201285,0.0019915647273667063,0.031274046413932215,0.49086746296621175
139,0.38362760834670945,0.058823529411764705,0.062381398902852596,0.189309262711341,0.0020207826,0.06813059659300162,0.003343194932331772,0.033590038054466344,0.48857182398831367
704,0.38362760834670945,0.11764705882352941,0.1204138491919155,0.18924292816402902,0.010538972,0.11814932369201285,0.0019915647273667063,0.031274046413932215,0.49086746296621175
313,0.38362760834670945,0.6666666666666666,0.6905117270788911,0.7389728766957754,0.6558335,0.8174376019759837,0.7432833950213388,0.7601960011038713,0.5069292998763512
653,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
852,0.38362760834670945,0.0,0.0204279936237794,0.10263308399597619,0.011943096,0.05594799624133051,0.0033795522853999407,0.03340528570862552,0.48857182398831367
865,0.38362760834670945,0.0,0.0,0.10572385079063906,0.0012148989,0.20953730427032102,0.013574520115106915,0.10516528979492974,0.49413143861251446
413,0.38362760834670945,1.0,0.9701492537313433,0.7390031320935394,0.999992,0.9226368587735574,0.9993840547768366,0.993163653228059,0.5106019597114131
754,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
315,0.38362760834670945,0.0,0.05804311774461029,0.18922070093762675,0.008711046,0.18471453127770235,0.13175104832994694,0.2798070913116928,0.49226261654072595
246,0.38362760834670945,0.0,0.3034825870646766,0.18926933641402516,0.00406814,0.42467129527636927,0.9762723719323985,0.8585788449108203,0.49659163272848456
403,0.38362760834670945,0.6,0.6061955733597524,0.5995861664424512,0.47962484,0.5729102113285984,0.16647775664186876,0.36015273009016074,0.5022884424334004
858,0.38362760834670945,0.5,0.48546552949538035,0.18921092739416082,0.011510645,0.3747542026821624,0.9962486035259495,0.7745413425932475,0.4982141573499588
373,0.38362760834670945,0.058823529411764705,0.062381398902852596,0.189309262711341,0.0020207826,0.06813059659300162,0.003343194932331772,0.033590038054466344,0.48857182398831367
388,0.38362760834670945,0.8,0.8134506041222461,0.8000694988210465,0.9451187,0.7580025211018003,0.5612246807446608,0.8001219110849338,0.5062736386814862
764,0.38362760834670945,1.0,0.9850746268656716,0.9805474018907976,1.0,0.9391881442096119,0.9999998364268139,0.9961727372625189,0.5118730564077733
87,0.38362760834670945,0.0,0.020270536713510298,0.03188790104042601,6.44163e-06,0.022622603643268326,2.618852856814391e-05,0.01620635152304445,0.4792353755714695
382,0.38362760834670945,0.5,0.5640961857379768,0.7516022231596841,0.9878721,0.8822433409557903,0.988799136208504,0.8382068387777666,0.5105913399490759
610,0.38362760834670945,1.0,0.9227753727753729,0.7390719399581307,0.99996364,0.8058202033124824,0.9891371617989103,0.9523791387459902,0.5068910946489047
461,0.38362760834670945,0.3333333333333333,0.3242596541104004,0.18914705982830204,0.12727758,0.450460996036453,0.9916543363327966,0.7245804900259671,0.5002312449388265
832,0.38362760834670945,1.0,1.0,0.8219567281055714,0.99992216,0.5179953897775533,0.9249838589279824,0.5632879287281419,0.4998439259457543
48,0.38362760834670945,0.6666666666666666,0.6553185217859561,0.7390463697427542,0.73901355,0.597602396687715,0.04162392808649425,0.27647029351041325,0.5025429395524926
589,0.38362760834670945,0.0975609756097561,0.09624975639271832,0.18923864997965575,0.00878443,0.0938345399264184,0.0019577272151800897,0.020065439124233173,0.4906130471937475
375,0.38362760834670945,0.0,0.08208955223880597,0.18932731849392181,0.0037231022,0.4915510760619192,0.029968715475824508,0.35616029962788737,0.4975327676088737
10,0.38362760834670945,1.0,0.938971807628524,0.7390090934476664,0.99996245,0.7960648048309137,0.8468519462122914,0.9143906784484734,0.5063569392768804
525,0.38362760834670945,0.29411764705882354,0.29450973240742917,0.1893254373176038,0.06648024,0.14289624728420594,0.004506391516894032,0.038352385797135076,0.49320407191671733
513,0.38362760834670945,1.0,0.9699004975124378,0.7390202807949626,0.9991141,0.609059419064556,0.9977571812733808,0.839204732437018,0.5036886929933715
448,0.38362760834670945,1.0,0.6813262321711059,0.38244482661286056,0.0677151,0.2973003378332656,0.032513526591298,0.19474610074104262,0.4973968457544347
700,0.38362760834670945,0.0,0.06254786534637281,0.03563361652145874,0.00011901904,0.09183317245852692,0.20286023254502386,0.19485355015405753,0.4896725943822015
847,0.38362760834670945,0.0,0.038463277331968325,0.03450819513739945,8.8319075e-06,0.04664392020487046,1.2829874987873203e-05,0.008082011975426188,0.34782571058777106
237,0.38362760834670945,0.0,0.011940298507462687,0.1665605428090702,0.00055175927,0.1480342885735291,0.06841154852556164,0.2836367085365827,0.49114086593258666
